Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID	ce_id	timid	timespan
Republican Jewish Coalition	111	Criticize or denounce	Ocasio-Cortez	9f8b537085430a4805e0aa4f77a256cf	[4:13:16]	10167	2120	1243	51
Mondoweiss	111	Criticize or denounce	Ocasio-Cortez	9f8b537085430a4805e0aa4f77a256cf	[5:17:20]	10169	2120	1243	51
Ocasio-Cortez	013	Make optimistic comment	Israel	9f8b537085430a4805e0aa4f77a256cf	[2:4:8]	15337	2120	1243	51
Non-Mergable Entities	070	Provide aid	Ocasio-Cortez	9f8b537085430a4805e0aa4f77a256cf	[5:17:20]	30385	2120	1243	51
Non-Mergable Entities	027	Appeal to others to settle dispute	Ocasio-Cortez	9f8b537085430a4805e0aa4f77a256cf	[6:21:24]	38073	2120	1243	51
Ocasio-Cortez	111	Criticize or denounce	Israel	e1d213092e376cf8e0b3f17c530121b3	[1:0:4]	10502	2120	1245	51
Simon Wiesenthal Center	1123	Accuse of aggression	Ocasio-Cortez	e1d213092e376cf8e0b3f17c530121b3	[3:9:12]	10503	2120	1245	51
Ben Shapiro	111	Criticize or denounce	Ocasio-Cortez	e1d213092e376cf8e0b3f17c530121b3	[4:13:14]	10504	2120	1245	51
Ocasio-Cortez	018	Make empathetic comment	two-state solution	e1d213092e376cf8e0b3f17c530121b3	[3:9:12]	16031	2120	1245	51
Joe Lieberman	010	Make public statement	voters	0f928ab5d7d3d10297b4ac931fd079fe	[0:0:0]	19143	2120	1245	51
Former Sen. Joe Lieberman	1122	Accuse of human rights abuses	voters	0f928ab5d7d3d10297b4ac931fd079fe	[1:0:4]	19144	2120	1245	51
Joe Lieberman	1042	Demand policy change	voters	0f928ab5d7d3d10297b4ac931fd079fe	[2:5:8]	19145	2120	1245	51
Joe Lieberman	012	Make pessimistic comment	Ocasio-Cortez's campaign	0f928ab5d7d3d10297b4ac931fd079fe	[4:13:16]	19147	2120	1245	51
Abdul El-Sayed	1011	Demand economic cooperation	Democratic Party	813dd75e9b62b62250ef43accfd66683	[2:3:7]	9076	2120	1247	51
Joe Lieberman	012	Make pessimistic comment	Ocasio-Cortez	813dd75e9b62b62250ef43accfd66683	[7:24:27]	13276	2120	1247	51
Roseanne Barr	016	Reject accusation, deny responsibility	Valerie Jarrett	8d52712ebd191041a7e215c1209dee06	[1:0:5]	16497	2120	1247	51
Ocasio-Cortez	042	Make a visit	Abdul El-Sayed	813dd75e9b62b62250ef43accfd66683	[2:3:7]	26996	2120	1247	51
Senator Bernard Sanders	044	Meet at a third location	James Thompson	813dd75e9b62b62250ef43accfd66683	[3:8:11]	26997	2120	1247	51
Ocasio-Cortez	140	Engage in political dissent	Lacy Clay	813dd75e9b62b62250ef43accfd66683	[6:20:23]	32964	2120	1247	51
ABC	166	Expel or withdraw	Roseanne Barr	8d52712ebd191041a7e215c1209dee06	[4:12:12]	33954	2120	1247	51
Senator Bernard Sanders	013	Make optimistic comment	Democratic voters	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	14094	2120	1248	51
Ocasio-Cortez	013	Make optimistic comment	Democratic voters	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	14095	2120	1248	51
James Thompson	1042	Demand policy change	Senator Bernard Sanders	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	27345	2120	1248	51
Senator Bernard Sanders	044	Meet at a third location	James Thompson	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	27346	2120	1248	51
James Thompson	1412	Demonstrate or rally for policy change	Ocasio-Cortez	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	27347	2120	1248	51
Ocasio-Cortez	044	Meet at a third location	James Thompson	c2814458c12be97fa14e9700198dc4f7	[2:3:5]	27348	2120	1248	51
Ocasio-Cortez	043	Host a visit	James Thompson	c2814458c12be97fa14e9700198dc4f7	[5:13:17]	27349	2120	1248	51
James Thompson	043	Host a visit	Ocasio-Cortez	c2814458c12be97fa14e9700198dc4f7	[5:13:17]	27350	2120	1248	51
James Thompson	044	Meet at a third location	Senator Bernard Sanders	c2814458c12be97fa14e9700198dc4f7	[5:13:17]	27352	2120	1248	51
Ocasio-Cortez	111	Criticize or denounce	Ron Desantis	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[0:0:0]	11616	2120	1250	51
Ron Desantis	111	Criticize or denounce	Ocasio-Cortez	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[3:8:10]	11618	2120	1250	51
Ron Desantis	012	Make pessimistic comment	Ocasio-Cortez	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[1:0:2]	18380	2120	1250	51
Ocasio-Cortez	016	Reject accusation, deny responsibility	Ron Desantis	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[2:3:7]	18381	2120	1250	51
Ocasio-Cortez	111	Criticize or denounce	Israel	963eb656bdb0ac32fd28d38fdc696e17	[0:0:0]	9548	2120	1254	51
Seth Mandel	111	Criticize or denounce	Ocasio-Cortez	963eb656bdb0ac32fd28d38fdc696e17	[4:10:12]	9550	2120	1254	51
Republican Jewish Coalition	1823	Kill by physical assault	Ocasio-Cortez	963eb656bdb0ac32fd28d38fdc696e17	[4:10:12]	9551	2120	1254	51
Asad Abukhalil	1413	Demonstrate for rights	Ocasio-Cortez	963eb656bdb0ac32fd28d38fdc696e17	[5:13:16]	9552	2120	1254	51
Roseanne Barr	015	Non-apologetically acknowledge or claim responsibility	Valerie Jarrett	79bd5d639e4516a7db0fe75e8c9d8c57	[1:0:2]	13112	2120	1254	51
Roseanne Barr	018	Make empathetic comment	Valerie Jarrett	79bd5d639e4516a7db0fe75e8c9d8c57	[2:3:6]	13113	2120	1254	51
Valerie Jarrett	018	Make empathetic comment	Roseanne Barr	79bd5d639e4516a7db0fe75e8c9d8c57	[4:11:13]	13115	2120	1254	51
Ocasio-Cortez	014	Consider policy option	military budget	7f7a8d9c7f96f2d704a2482ec6433126	[4:10:13]	13758	2120	1254	51
Ocasio-Cortez	044	Meet at a third location	Nobel Prize economist	7f7a8d9c7f96f2d704a2482ec6433126	[3:7:9]	27220	2120	1254	51
Ayanna Pressley	040	Consult or meet	Michael Capuano	889d3c8defd03a43a5e7c830e6204869	[1:0:3]	27544	2120	1257	51
Ocasio-Cortez	073	Provide humanitarian aid	Ayanna Pressley	889d3c8defd03a43a5e7c830e6204869	[2:4:9]	30224	2120	1257	51
Elizabeth Warren	015	Non-apologetically acknowledge or claim responsibility	Donald Trump	872faf7e1088f01b98d3d96ed625840c	[2:5:8]	17066	2120	1262	51
Rep. Cedric Richmond	1831	Carry out suicide bombing	Elizabeth Warren	872faf7e1088f01b98d3d96ed625840c	[1:0:4]	28550	2120	1262	51
Ocasio-Cortez	013	Make optimistic comment	Abdul El-Sayed and Fayrouz Saad	bca60abd7796e3c3122f9fc081037592	[4:13:18]	19634	2120	1266	51
Clinton	140	Engage in political dissent	Ocasio-Cortez	bca60abd7796e3c3122f9fc081037592	[5:19:22]	33691	2120	1266	51
Senator Bernard Sanders	140	Engage in political dissent	Sharice Davids	bca60abd7796e3c3122f9fc081037592	[8:34:39]	33692	2120	1266	51
Ben Shapiro	010	Make public statement	Ocasio-Cortez	5fb77db2781122ff7f9372b08b8a5c4f	[0:0:0]	14275	2120	1267	51
Ben Shapiro	026	Appeal to others to meet or negotiate	Ocasio-Cortez	5fb77db2781122ff7f9372b08b8a5c4f	[1:0:3]	37980	2120	1267	51
Ocasio-Cortez	0311	Express intent to cooperate economically	Israel	8da54833eef2a1a02bb364b0f5061598	[5:11:14]	9795	2120	1268	51
Former Homeland Security Secretary	015	Non-apologetically acknowledge or claim responsibility	ICE	c7840e43ed8f5cebf973340facae715e	[3:6:8]	15434	2120	1268	51
Joe Lieberman	1054	Demand easing of economic sanctions, boycott, or embargo	Ocasio-Cortez	c7840e43ed8f5cebf973340facae715e	[2:3:5]	25300	2120	1268	51
Ben Shapiro	026	Appeal to others to meet or negotiate	Ocasio-Cortez	c7840e43ed8f5cebf973340facae715e	[1:0:2]	38082	2120	1268	51
Ocasio-Cortez	111	Criticize or denounce	The Washington Post	b6cbf83929beab587dea9636240225be	[1:0:3]	12090	2120	1272	51
The Washington Post	111	Criticize or denounce	Ocasio-Cortez	b6cbf83929beab587dea9636240225be	[2:4:5]	12091	2120	1272	51
Politifact	111	Criticize or denounce	Ocasio-Cortez	b6cbf83929beab587dea9636240225be	[2:4:5]	12092	2120	1272	51
The Associated Press	111	Criticize or denounce	Sen. Bernie Sanders	b6cbf83929beab587dea9636240225be	[2:4:5]	12093	2120	1272	51
Ocasio-Cortez	0254	Appeal for easing of economic sanctions, boycott, or embargo	Joe Crowley	b6cbf83929beab587dea9636240225be	[3:6:8]	12094	2120	1272	51
Ocasio-Cortez	016	Reject accusation, deny responsibility	fact-checkers	b6cbf83929beab587dea9636240225be	[5:13:15]	19336	2120	1272	51
Jeremy Hunt	040	Consult or meet	Richard Ratcliffe	63e63187ae89a2f9654aeb6724942612	[2:4:9]	27631	2220	1261	40
Yasuda	010	Make public statement	Yasuda's situation	376a42fa7c777e77b405ff48d0ae999f	[4:15:18]	20092	2220	1265	40
Open Doors USA	012	Make pessimistic comment	Underreported number of Christians in Iran	74ad2b655b5dcb95c615595b25a8289a	[3:7:9]	17888	2220	1273	40
Government of Iran	1834	Carry out location bombing	Iranian Christian couple and ten other Iranian Christians	74ad2b655b5dcb95c615595b25a8289a	[1:0:4]	21509	2220	1273	40
Government of Iran	172	Impose administrative sanctions	Religious minorities in Iran	74ad2b655b5dcb95c615595b25a8289a	[3:7:9]	39166	2220	1273	40
Amnesty International	013	Make optimistic comment	Zaghari-Ratcliffe	78298d408861eda8b45a47f5c1e6b284	[2:5:9]	15861	2220	1281	40
Richard Ratcliffe	013	Make optimistic comment	London	039392a1871a8423bc82b0ea31ddccb8	[2:4:7]	19763	2220	1281	40
Jeremy Hunt	1411	Demonstrate or rally for leadership change	Richard Ratcliffe	039392a1871a8423bc82b0ea31ddccb8	[2:4:7]	19764	2220	1281	40
UK-Iranian Zaghari-Ratcliffe	070	Provide aid	Tehran jail	039392a1871a8423bc82b0ea31ddccb8	[0:0:0]	31231	2220	1281	40
Zaghari-Ratcliffe	084	Return, release	Iran	039392a1871a8423bc82b0ea31ddccb8	[1:0:3]	36587	2220	1281	40
Zaghari-Ratcliffe	173	Arrest, detain, or charge with legal action	Iran	039392a1871a8423bc82b0ea31ddccb8	[5:18:21]	39458	2220	1281	40
Police	1834	Carry out location bombing	Three Iranian nationals	558c51edb9068ae8253f0c66d66322d2	[1:0:4]	20551	2220	1285	40
Fashafuyeh Prison	111	Criticize or denounce	Inmates	55c6fc5d71b2d9450170e880fc34fdf6	[2:2:3]	10803	2220	1286	40
Fashafuyeh Prison	1952	Employ remotely piloted aerial munitions	New prisoners	55c6fc5d71b2d9450170e880fc34fdf6	[4:5:8]	10805	2220	1286	40
reporters	010	Make public statement	Iran	55c6fc5d71b2d9450170e880fc34fdf6	[0:0:0]	16648	2220	1286	40
United Kingdom	173	Arrest, detain, or charge with legal action	Zaghari-Ratcliffe	4305ef6e83fd2f39f2c43c823017498e	[0:0:0]	39245	2220	1287	40
Iranian authorities	173	Arrest, detain, or charge with legal action	Zaghari-Ratcliffe	4305ef6e83fd2f39f2c43c823017498e	[1:0:4]	39246	2220	1287	40
Foreign Office of Pakistan	075	Grant asylum	Pakistanis in Iran’s jails	b248a60c75225b31e5021832df2f4caa	[6:11:12]	31038	2220	1288	40
Richard Ratcliffe	106	Demand meeting, negotiation	Iranian officials	7a9384ea732456c9877d7eb4fb619fd2	[2:4:7]	21476	2220	1289	40
Zaghari-Ratcliffe	170	Coerce	Tehran officials	7a9384ea732456c9877d7eb4fb619fd2	[1:0:3]	39138	2220	1289	40
Iran state news agency IRNA	010	Make public statement	Maryam Kazemi and Saeed Asadi	29fbdce5b9b0eccfd5cf8b6ae84430cd	[2:5:7]	16833	2220	1299	40
Wang	1383	Threaten to use unconventional attack including terrorist	Government of Iran	f560da2239e3576966003bd7410a217f	[2:3:5]	9587	2220	1300	40
United Nations	112	Accuse	Government of Iran	f560da2239e3576966003bd7410a217f	[3:6:8]	9588	2220	1300	40
Robert K. Durkee	013	Make optimistic comment	Government of Iran	f560da2239e3576966003bd7410a217f	[4:9:10]	14401	2220	1300	40
United Nations	092	Investigate human rights abuses	Government of Iran	f560da2239e3576966003bd7410a217f	[1:0:2]	20277	2220	1300	40
Hua Qu & mother of Xiyue Wang	023	Appeal for material aid	United Nations	f560da2239e3576966003bd7410a217f	[1:0:2]	37986	2220	1300	40
Iran environment head	010	Make public statement	detained	f16cda816e2321dd08fd073b5e0e2c22	[0:0:0]	13693	2220	1301	40
Gholamhossein Esmaili	091	Investigate crime, corruption	Rahim Mashaei	16da779d38738ceb54f196de2ff77dd8	[3:9:10]	20235	2220	1301	40
Ayatollah Ali Khamenei	105	Demand that target yield or concede	Mahmoud Ahmadinejad	16da779d38738ceb54f196de2ff77dd8	[2:4:8]	20957	2220	1301	40
Hizbullah	062	Cooperate militarily	Lebanon	44fa466fedd75e94cec010a993698605	[1:0:3]	605	226	159	45
Abdel Fattah Al-Sisi	042	Make a visit	Binyamin Netanyahu	44fa466fedd75e94cec010a993698605	[4:13:16]	1744	226	159	45
Binyamin Netanyahu	012	Make pessimistic comment	Hizbullah	44fa466fedd75e94cec010a993698605	[1:0:3]	3845	226	159	45
Benjamin Netanyahu	012	Make pessimistic comment	Hezbollah	b7ba12c96ef34bdb0994954c9e30e2fb	[1:0:2]	4513	226	159	45
Abdel Fattah Al-Sisi	031	Express intent to engage in material cooperation	State of Israel	44fa466fedd75e94cec010a993698605	[4:13:16]	5096	226	159	45
Binyamin Netanyahu	111	Criticize or denounce	Iran nuclear program	44fa466fedd75e94cec010a993698605	[1:0:3]	6124	226	159	45
Rob Eshman	111	Criticize or denounce	Non-Mergable Entities	b3688f9aad399a9d11ca5d5cbffa3a04	[2:3:4]	6569	226	159	45
U.S. President John F. Kennedy	104	Demand political reform	David Ben Gurion	dc726e3aed758bbdc04f4141e255776c	[1:0:2]	7239	226	159	45
Israel	080	Yield or concede	The United States	dc726e3aed758bbdc04f4141e255776c	[1:0:2]	7375	226	159	45
Israel	050	Engage in diplomatic cooperation	Cyprus	b7ba12c96ef34bdb0994954c9e30e2fb	[1:0:2]	7705	226	159	45
Israel	012	Make pessimistic comment	Iran nuclear program	7779b083cfab332a0ae7bbec35f70364	[1:0:2]	3610	226	160	45
Benjamin Netanyahu	111	Criticize or denounce	Iran nuclear program	7779b083cfab332a0ae7bbec35f70364	[3:6:7]	5987	226	160	45
Benjamin Netanyahu	041	Discuss by telephone	Vladimir Putin	9e9980c6ce4349ff86b110bb9ede291f	[3:6:10]	1713	226	161	45
Vladimir Putin	1123	Accuse of aggression	Benjamin Netanyahu	9e9980c6ce4349ff86b110bb9ede291f	[3:6:10]	1714	226	161	45
Binyamin Netanyahu	010	Make public statement	American public	7c0ba3f809530c64df2620b03a146b7c	[2:4:7]	3663	226	161	45
Secretary of State John Kerry	011	Refuse to comment	Tom Cotton	7e7b4605e2a714c8d9121101083b00d0	[4:13:15]	4797	226	161	45
Grace Meng	111	Criticize or denounce	Iran nuclear program	3425c2ed7e9072c5dbf521b48da22228	[3:7:10]	6323	226	161	45
Binyamin Netanyahu	111	Criticize or denounce	U.S. Secretary of State John Kerry	7e7b4605e2a714c8d9121101083b00d0	[2:5:7]	6692	226	161	45
Orthodox Union	022	Appeal for diplomatic cooperation	Congress	7c0ba3f809530c64df2620b03a146b7c	[0:0:0]	6954	226	161	45
Tom Cotton	106	Demand meeting, negotiation	U.S. Energy Secretary Ernest Moniz	7e7b4605e2a714c8d9121101083b00d0	[3:8:12]	7310	226	161	45
opponents	141	Demonstrate or rally	Congress	3425c2ed7e9072c5dbf521b48da22228	[3:7:10]	8074	226	161	45
U.S. Secretary of State John Kerry	161	Reduce or break diplomatic relations	Israel	7e7b4605e2a714c8d9121101083b00d0	[1:0:4]	8715	226	161	45
Binyamin Netanyahu	013	Make optimistic comment	American public	764ddc57058c69435ac06b519c080165	[8:23:37]	3269	226	163	45
Government of Iran	044	Meet at a third location	UN Security Council	4401cbc57a2cd97758aa144bbdd12553	[3:6:7]	1575	226	165	45
Government of Iran	044	Meet at a third location	United Nations	4401cbc57a2cd97758aa144bbdd12553	[3:6:7]	1577	226	165	45
U.S. Secretary of State John Kerry	0311	Express intent to cooperate economically	Joint Comprehensive Plan of Action	4401cbc57a2cd97758aa144bbdd12553	[1:0:3]	3545	226	165	45
Government of Israel	040	Consult or meet	P5+1	e24b90444eb04fd10d7663683ed8a8fa	[2:4:5]	1339	226	166	45
Benjamin Netanyahu	041	Discuss by telephone	Israeli public	1995400bdf0505efd2db8d10923a94f6	[3:7:9]	1539	226	166	45
U.S. Secretary of State John Kerry	043	Host a visit	Jewish groups	db699680e35d324b72b6122402a02980	[4:8:9]	1592	226	166	45
Yuval Steinitz	040	Consult or meet	U.S. Energy Secretary Ernest Moniz	72dca34cba9d95562c04e2420140da95	[1:0:4]	2225	226	166	45
Benjamin Netanyahu	012	Make pessimistic comment	Iran nuclear program	1995400bdf0505efd2db8d10923a94f6	[1:0:2]	3449	226	166	45
Benjamin Netanyahu	010	Make public statement	Jewish community	db699680e35d324b72b6122402a02980	[0:0:0]	3564	226	166	45
Benjamin Netanyahu	013	Make optimistic comment	American Jews	db699680e35d324b72b6122402a02980	[1:0:2]	3565	226	166	45
Sen. Tom Cotton	012	Make pessimistic comment	Israeli diplomatic correspondents	db699680e35d324b72b6122402a02980	[3:5:7]	3567	226	166	45
Benjamin Netanyahu	012	Make pessimistic comment	U.S. Congress	db699680e35d324b72b6122402a02980	[6:13:14]	3569	226	166	45
Benjamin Netanyahu	010	Make public statement	American public	58a94c3010f1870c2519bd4da3fd5f2f	[2:3:3]	4188	226	166	45
U.S. Energy Secretary Ernest Moniz	013	Make optimistic comment	Israeli reporters	72dca34cba9d95562c04e2420140da95	[1:0:4]	4812	226	166	45
Benjamin Netanyahu	022	Appeal for diplomatic cooperation	US Jews	1995400bdf0505efd2db8d10923a94f6	[0:0:0]	6945	226	166	45
Benjamin Netanyahu	020	Make an appeal or request	American public	58a94c3010f1870c2519bd4da3fd5f2f	[0:0:0]	6990	226	166	45
Israeli authorities	105	Demand that target yield or concede	U.S. Congress	72dca34cba9d95562c04e2420140da95	[2:5:7]	7311	226	166	45
Barack Obama	013	Make optimistic comment	U.S. Congress	efd719fad5ff4cdc65e3c9dda6f86695	[6:14:16]	3503	226	167	45
Barack Obama	1123	Accuse of aggression	Congress	efd719fad5ff4cdc65e3c9dda6f86695	[7:17:19]	3504	226	167	45
Binyamin Netanyahu	0355	Express intent to allow non-mediatory international involvement	Non-Mergable Entities	53f37705413a74a01e1abc6dc8c3f27c	[2:3:5]	3683	226	167	45
Steny H. Hoyer	019	Express accord	US-Israel bond	504bee406a298289b7aa255354bc3b57	[2:4:7]	3803	226	167	45
Steny H. Hoyer	018	Make empathetic comment	President Reuven Rivlin	504bee406a298289b7aa255354bc3b57	[3:8:11]	3804	226	167	45
Barack Obama	111	Criticize or denounce	Benjamin Netanyahu	efd719fad5ff4cdc65e3c9dda6f86695	[0:0:0]	5891	226	167	45
Iranian hardliners	110	Verbally disapprove	U.S	efd719fad5ff4cdc65e3c9dda6f86695	[3:6:9]	5892	226	167	45
President Reuven Rivlin	111	Criticize or denounce	Iran nuclear program	504bee406a298289b7aa255354bc3b57	[1:0:3]	6104	226	167	45
Binyamin Netanyahu	012	Make pessimistic comment	American Jews	3ca7515003e15f38d40dbe72103a5254	[7:18:20]	3614	226	168	45
U.S. Secretary of State John Kerry	064	Share intelligence or information	Iran’s U.N. ambassador Javad Zarif	e56833f8be5ae5e047971e9c075d4493	[1:0:2]	886	226	169	45
United State Security Council	1043	Demand rights	Joint Comprehensive Plan of Action	e56833f8be5ae5e047971e9c075d4493	[2:3:6]	887	226	169	45
President Hassan Rouhani	012	Make pessimistic comment	Israel	e56833f8be5ae5e047971e9c075d4493	[0:0:0]	4341	226	169	45
Benjamin Netanyahu	012	Make pessimistic comment	Non-Mergable Entities	e56833f8be5ae5e047971e9c075d4493	[1:0:2]	4343	226	169	45
Senator Charles Schumer	1721	Impose restrictions on political freedoms	Joint Comprehensive Plan of Action	e56833f8be5ae5e047971e9c075d4493	[3:7:7]	6413	226	169	45
Israel	0841	Return, release persons	Iran nuclear program	58623a33a54da4970bf3bbe9dd1e4e63	[0:0:0]	6703	226	169	45
Israel	175	Use tactics of violent repression	Iran nuclear program	58623a33a54da4970bf3bbe9dd1e4e63	[3:7:9]	7755	226	169	45
Israel Civil Administration	0832	Accede to demands for change in policy	Iran nuclear program	58623a33a54da4970bf3bbe9dd1e4e63	[3:7:9]	7891	226	169	45
Israeli Defense Minister	015	Non-apologetically acknowledge or claim responsibility	Iran nuclear program	345370189afe2c747c807db182928eea	[1:0:3]	3777	226	170	45
Israeli Defense Minister	138	Threaten with military force	Iran's scientists	345370189afe2c747c807db182928eea	[0:0:0]	6802	226	170	45
Federation President Jerry Held	040	Consult or meet	The Birmingham Jewish Federation’s Board of Directors	c2d2040ca52f5f33155109bf14de548b	[3:5:6]	2106	226	172	45
Deal proponents	016	Reject accusation, deny responsibility	Non-Mergable Entities	50e77470c9f379595a4563b8570e91fc	[5:14:16]	2786	226	173	45
Non Merged Entities	013	Make optimistic comment	Israel Radio	2674c9a657ae1b2f36e37425cb0b0bcc	[1:0:2]	4576	226	173	45
Hezbollah	060	Engage in material cooperation	State of Israel	15348d9870dcb74619e01542df059860	[6:12:13]	24	226	174	45
Hamas and Mohammed Dahlan	060	Engage in material cooperation	State of Israel	15348d9870dcb74619e01542df059860	[6:12:13]	25	226	174	45
Iranian leaders	138	Threaten with military force	Jewish	15348d9870dcb74619e01542df059860	[1:0:2]	6708	226	174	45
Steny H. Hoyer	064	Share intelligence or information	House Majority Leader Kevin McCarthy	6d395649f102b3230fcd4e47e243c5fa	[6:13:14]	712	226	175	45
Benjamin Netanyahu	043	Host a visit	US Congress	6d395649f102b3230fcd4e47e243c5fa	[1:0:1]	1841	226	175	45
Benjamin Netanyahu	070	Provide aid	US members of Congress	6d395649f102b3230fcd4e47e243c5fa	[6:13:14]	2553	226	175	45
